Z1YQ1	CC(CN)O
SUYZMNU1R DN1&1	CN(C)C1=CC=C(C=C1)C=NNC(=S)N
ZR D1UNMYZUS	C1=CC(=CC=C1C=NNC(=S)N)N
1R DSWNUSR&1R	CC1=CC=C(C=C1)S(=O)(=O)N=S(CC2=CC=CC=C2)C3=CC=CC=C3
T6NTJ A2V1U1R DO1 &GH	COC1=CC=C(C=C1)C=CC(=O)CCN2CCCCC2.Cl
T5NTJ A2OYR&R CXFFF &QV1U1VQ -T	C1CCN(C1)CCOC(C2=CC=CC=C2)C3=CC(=CC=C3)C(F)(F)F.C(=CC(=O)O)C(=O)O
T6N DOTJ A2V1U1- BT5OJ &GH	C1COCCN1CCC(=O)C=CC2=CC=CO2.Cl
T5NYJ C1 E1 BU1- BT5MJ C1 E1 &IH	CC1=CC(=NC1=CC2=C(C=C(N2)C)C)C.I
T66 CMT&J HO1 IO1 &GH	COC1=C(C=C2CNCCC2=C1)OC.Cl
T6NJ C1UNMYZUS	C1=CC(=CN=C1)C=NNC(=S)N
L56 BYJ BU1R DZ	C1=CC=C2C(=C1)C=CC2=CC3=CC=C(C=C3)N
T C6 B65-24- A D E 2BC G& AV DV GV LO NO F&VM OU B&U D&U MHT&&TJ IQ J1 M1 QO1 R1 SOV1 T1 UQ V1	CC1C=CC=C(C(=O)NC2=CC(=O)C3=C(C2=O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)C
T C666 BS IYJ FG IU3N2&2 &GH	CCN(CC)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.Cl
T C666 BN ISJ B3N1&1 EO1 &OV1U1VO	CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC.C(=CC(=O)O)C(=O)O
L56 FYTJ A1 BY1&1U1Y1&Y1&1 FU2U- BL6YYTJ AU1 DQ	CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C
T D6 B666 KN&TT&J GO1 HO1 PO1 QO1 &GH	COC1=C(C2=C(CC3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC.Cl
T C666 BN ISJ EXFFF B3-AT6N DNTJ D2Q & GH 2	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO.Cl
T7N DNTJ AYR&R DG& D1 &GH 2	CN1CCCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl
L C676 BHJ B3M1 &GH	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13.Cl
GA N-O3*3	[N+](=O)(O)[O-].[Ga]
WS1&O &-AG- &9/5	CS(=O)(=O)O.[Ag]
T6K DOTJ A1 A1 CQ CR DR D-CT6K DOTJ A1 A1 CQ & Q 2 & E	C[N+]1(CCOC(C1)(C2=CC=C(C=C2)C3=CC=C(C=C3)C4(C[N+](CCO4)(C)C)O)O)C.[Br-]
T56 BNVYJ B1 DUNMYZUS	CN1C2=CC=CC=C2C(=C1O)N=NC(=S)N
SUYZMNU1R DO1	COC1=CC=C(C=C1)C=NNC(=S)N
T5OJ B1UNQ	C1=COC(=C1)C=NO
T C6 B65-24- A D E 2BC G& AV LO NO F&VM DU OU B&U D&U MHT&TTJ DO1VQ GQ IQ J1 M1 QO1 R1 SOV1 T1	CC1C=CC=C(C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)OCC(=O)O)C
WNYR&U1R	C1=CC=C(C=C1)C=C(C2=CC=CC=C2)[N+](=O)[O-]
SUYZMNU2U1R	C1=CC=C(C=C1)C=CC=NNC(=S)N
VHN1&NU2	CC=NN(C)C=O
T7NTJ ANU1- BT5SJ	C1CCCN(CC1)N=CC2=CC=CS2
T5OJ BNW E1UN- CT5MYNTJ BUS	C1CN(C(=S)N1)N=CC2=CC=C(O2)[N+](=O)[O-]
VHN1&NU2Y1&1	CC(C)CC=NN(C)C=O
T7NTJ ANU1R DG CNW	C1CCCN(CC1)N=CC2=CC(=C(C=C2)Cl)[N+](=O)[O-]
T56 BN DOJ CMNU1R DSW2	CCS(=O)(=O)C1=CC=C(C=C1)C=NNC2=NC3=CC=CC=C3O2
T6N CNJ BMYUM&MR DG& DQ F1	CC1=CC(=O)NC(=N1)N=C(N)NC2=CC=C(C=C2)Cl
T5OJ BNW E1UNZ	C1=C(OC(=C1)[N+](=O)[O-])C=NN
1U2UNMR	C=CC=NNC1=CC=CC=C1
WNMYUM&N1&NO	CN(C(=N)N[N+](=O)[O-])N=O
SUYZMNU2UY1&3UY1&1	CC(=CCCC(=CC=NNC(=S)N)C)C
WNR CNW DMNUY2&1	CCC(=NNC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-])C
QNU1VR	C1=CC=C(C=C1)C(=O)C=NO
T5OJ BNW E1UN- CT5MVNTJ	C1CN(C(=O)N1)N=CC2=CC=C(O2)[N+](=O)[O-]
SUYZMNU1R DMV1	CC(=O)NC1=CC=C(C=C1)C=NNC(=S)N
T50J BNW E1UNNVZ2Q	C1=C(OC(=C1)[N+](=O)[O-])C=NN(CCO)C(=O)N
T5OJ BYNU1- BT5OJ&NU1- BT5OJ	C1=COC(=C1)C=NC(C2=CC=CO2)N=CC3=CC=CO3
WNNNO&YUM&M1R	C1=CC=C(C=C1)CN(C(=N[N+](=O)[O-])N)N=O
SUYZMNUYY1&O2&1UNMYZUS	CCOC(C)C(=NNC(=S)N)C=NNC(=S)N
T6OTJ BO1NUNO&1 CQ DQ EQ F1Q GLUCO	C[N+](=NCOC1C(C(C(C(O1)CO)O)O)O)[O-]
L66J BNUNR D-HG-G& CQ	C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C=C3)[Hg]Cl)O
1OR D1UNN1&1	CN(C)N=CC1=CC=C(C=C1)OC
T5OJ BNW E1UNMVM3N2&2 &GH	CCN(CC)CCCNC(=O)NN=CC1=CC=C(O1)[N+](=O)[O-].Cl
WNR CNW DMNU2G	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])NN=CCCl
T6NTJ A- AL6TJ AR &GH	C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3.Cl
L66 BOVT&J D2N2&2 E1 IO1VO2 &GH	CCN(CC)CCC1=C(C2=C(C=C(C=C2)OCC(=O)OCC)OC1=O)C.Cl
L66J BQ DSWQ HSWQ JZ CNUNR B D- 2 &-NA- 4	CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C(C=C4C=C3S(=O)(=O)O)S(=O)(=O)O)N)O)C)N=NC5=C(C6=C(C=C(C=C6C=C5S(=O)(=O)O)S(=O)(=O)O)N)O.[Na+]
Z2SYZUM &EH 2	C(CSC(=N)N)N.Br
QV1N1VQ2N1VQ1VQ &-NA-2	C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Na+]
T B6566 B6/CO 4ABBC R BX HO PN DU GHT&&TTJ FOV1 JOV1 P1 &GH	CC(=O)OC1C=CC2C3CC4=C5C2(C1OC5=C(C=C4)OC(=O)C)CCN3C.Cl
L66J BSWQ ENUN- BL66J CQ DSWQ HSWQ &-NA- 3	C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)O)N=NC3=C4C=CC(=CC4=CC(=C3O)S(=O)(=O)O)S(=O)(=O)O.[Na+]
1OR B1Y1&M1 &GH	CC(CC1=CC=CC=C1OC)NC.Cl
T C676 IS&T&J B3N1&1 &GH	CN(C)CCC=C1C2=CC=CC=C2CSC3=CC=CC=C31.Cl
G2M1YQYQYQYQ1M2G &GH 2	C(CCl)NCC(C(C(C(CNCCCl)O)O)O)O.Cl
T5SJ B1NR&2N1&1 &GH	CN(C)CCN(CC1=CC=CS1)C2=CC=CC=C2.Cl
2K1 & 1 & 2N1 & 2K2 & 1 & 1 & E 2	CC[N+](C)(C)CCN(C)CC[N+](C)(C)CC.[Br-]
QVYZ1R DN2G2G &GH	C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl.Cl
T56 BMYVJ GSWO CU- CT56 BMYVJ GSWO &-NA- 2	C1=CC2=C(C=C1S(=O)(=O)O)C(=C(N2)C3=NC4=C(C3=O)C=C(C=C4)S(=O)(=O)O)O.[Na+]
GXR&R&VO2N2&2 &GH	CCN(CC)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)Cl.Cl
T C666 BS IYJ FXFFF IU3- DT6M DNTJ C2Q &GH 2	C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO.Cl
1N1&1 &GH	CN(C)C.Cl
QVYZ2VO &-NA--R	C(CC(=O)O)C(C(=O)O)N.[Na+]
1Y1&MY1&1 &GH	CC(C)NC(C)C.Cl
T6VMVMV FHJ FY3&1 F2 &-NA-	CCCC(C)C1(C(=O)NC(=O)NC1=O)CC.[Na+]
T J6 H6 E6 D5665/TC& 3ATU C& ON TX C&OTJ EQ GQ HQ IQ I1 M1 RQ U1 A&OVR CO1 DO1& B&Q	CC1CCC2C(C3(C(CC4(C5CCC6C7(C5(CC4(C3CN2C1)O)OC6(C(CC7)OC(=O)C8=CC(=C(C=C8)OC)OC)O)C)O)O)O)(C)O
2K2&2&2OVR CO1 DO1 EO1 &Q &OSWR D1	CC[N+](CC)(CC)CCOC(=O)C1=CC(=C(C(=C1)OC)OC)OC.CC1=CC=C(C=C1)S(=O)(=O)[O-]
QV2MVYQX1 & 1 & 1Q &-CA-	CC(C)(CO)C(C(=O)NCCC(=O)O)O.[Ca+2]
L56 BHJ CR DO1& DR DO2N2&2& HO1 &GH	CCN(CC)CCOC1=CC=C(C=C1)C2=C(CC3=C2C=CC(=C3)OC)C4=CC=C(C=C4)OC.Cl
L C676&T&J B1Y1&1N1&1 &GH	CC(CC1C2=CC=CC=C2CCC3=CC=CC=C13)CN(C)C.Cl
QR D1XZ1&VO1 &GH, -R	CC(CC1=CC=C(C=C1)O)(C(=O)OC)N.Cl
1U2U1 &.FE..C-O*3	C=CC=C.[C-]#[O+].[C-]#[O+].[C-]#[O+].[Fe]
T67 GN JN JU&TJ CG G1 KR &GH	CN1CCN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3.Cl
1N1&2UYR&R &GH	CN(C)CC=C(C1=CC=CC=C1)C2=CC=CC=C2.Cl
T66 BKJ B1 C1 H1 &I	CC1=CC2=C(C=C1)[N+](=C(C=C2)C)C.[I-]
ZO1VO2 &GH	CCOC(=O)CON.Cl
L35 EVTJ AY1&1 D1	CC1C2CC2(CC1=O)C(C)C
T6 G666/FQ 2AF Q FX ONT&TTJ IQ O1 &EH	CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O.Br
QVYZ1R DN2G2G &GH	C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl.Cl
QR D1Y1&M1 &S-O4	CC(CC1=CC=C(C=C1)O)NC.OS(=O)(=O)O
Z9 &GH	CCCCCCCCCN.Cl
L66J BM2Z &GH 2	C1=CC=C2C(=C1)C=CC=C2NCCN.Cl
1N1&R DN1&1 &GH 2	CN(C)C1=CC=C(C=C1)N(C)C.Cl
ZY2&YQR &GH	CCC(C(C1=CC=CC=C1)O)N.Cl
Q2N1R&1R &GH	C1=CC=C(C=C1)CN(CCO)CC2=CC=CC=C2.Cl
SHPS&O2&O2 &ZH	CCOP(=S)(OCC)S.N
Z3VO2 &GH	CCOC(=O)CCCN.Cl
MUYZS2SYZUM &EH 2	C(CSC(=N)N)SC(=N)N.Br
G2M2 &GH	CCNCCCl.Cl
G2M1R &GH	C1=CC=C(C=C1)CNCCCl.Cl
T C666 BN ISJ ES2 B3- AT6N DNTJ D1 &OV1U1VO	CCSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C.C(=CC(=O)O)C(=O)O
SHCN &ZH	C(#N)S.N
L8TJ AO1 B-HG-G	COC1CCCCCCC1[Hg]Cl
L66J BO2YQ- AT6NTJ &GH	C1CCN(CC1)CC(COC2=CC=CC3=CC=CC=C32)O.Cl
L66J CNQNO &ZH	C1=CC=C2C(=C1)C=CC=C2[N+](=NO)[O-].N
R1U1VO1R	C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2
T56 A ANTJ A1 FVO1 GOVR &GH	CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC.Cl
T56 BMJ D3Z &GH	C1=CC=C2C(=C1)C(=CN2)CCCN.Cl
T6N CNJ BMSWR DZ &-NA-	C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N.[Na+]
OV2R BI DI FI CNU1N1&1 &-NA- &25/1	CN(C)C=NC1=C(C=C(C(=C1I)CCC(=O)O)I)I.[Na+]
T6VMVMV FHJ FY3 & 1 F2U1 &-NA-	CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C.[Na+]
5X1&1&MPHO&MX5&1&1	CCCCCC(C)(C)NP(=NC(C)(C)CCCCC)=O
T56 BN DNJ B2 C1 GZ &GH 2	CCN1C(=NC2=C1C=CC(=C2)N)C.Cl
Z&2 S-O4	N.OS(=O)(=O)O
SH1VO &ZH	C(C(=O)O)S.N
QV1 &-TL-	CC(=O)O.[Tl]
T56 BNYSJ B2 CU2U1- CT56 BK DSJ B2 &I	CCN1C2=CC=CC=C2SC1=CC=CC3=[N+](C4=CC=CC=C4S3)CC.[I-]
.GA2.S-O4*3	OS(=O)(=O)O.[Ga]
QVQ &-TL- 2	C(=O)(O)O.[Tl]
QVXFFXFFXFFF &-AG-	C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O.[Ag]
OVXFFXFFF &-AG-	C(=O)(C(C(F)(F)F)(F)F)O.[Ag]
T66 BNJ HO2 EYQ- DT66 A B CNTJ G2 &GH	CCC1CN2CCC1CC2C(C3=C4C=C(C=CC4=NC=C3)OCC)O.Cl
/QR DX1&1&1X1&1&1/ &/*O2*/ &/*O1*/	CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O.C=O.C1CO1
1VO-HG-R	CC(=O)O[Hg]C1=CC=CC=C1
11VO-SN-4&4&OV11	CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC
1VO-SN-4&4&OV1	CCCC[Sn](CCCC)(OC(=O)C)OC(=O)C
4-SN-4&4&OV1	CCCC[Sn](CCCC)(CCCC)OC(=O)C
T66 BO-SB-O EHJ CQ	C1=CC=C2C(=C1)O[Sb]O2.O
4-SN-4&4&O-SN-4&4&4	CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC
G-SN-4&4&O-SN-G4&4	CCCC[Sn](CCCC)(O[Sn](CCCC)(CCCC)Cl)Cl
T6S-SN-OVTJ B4 B4	CCCC[Sn]1(OC(=O)CCS1)CCCC
T-10-VO-SN-OV HSTJ C4 C4	CCCC[Sn]1(OC(=O)CCSCCC(=O)O1)CCCC
T7VO-SN-OVJ C8 C8	CCCCCCCC[Sn]1(OC(=O)C=CC(=O)O1)CCCCCCCC
T5O-SN-SV EHJ B4 B4	CCCC[Sn]1(OC(=O)CS1)CCCC
T-10-VO-SN-OV HSTJ C8 C8	CCCCCCCC[Sn]1(OC(=O)CCSCCC(=O)O1)CCCCCCCC
4Y2&VO-SN-4&4&OVY4&2	CCCCC(CC)C(=O)O[Sn](CCCC)(CCCC)OC(=O)C(CC)CCCC
1VO-SN-R&R&R	CC(=O)O[Sn](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3
4Y2&VO-SN-4&4&4	CCCCC(CC)C(=O)O[Sn](CCCC)(CCCC)CCCC
WS1&O-SN-4&4&OSW1	CCCC[Sn](CCCC)(OS(=O)(=O)C)OS(=O)(=O)C
WS1&O-SN-3&3&OSW1	CCC[Sn](CCC)(OS(=O)(=O)C)OS(=O)(=O)C
4-SN-4&4&OV1S1X1&1&X1&1&1	CCCC[Sn](CCCC)(CCCC)OC(=O)CSCC(C)(C)C(C)(C)C
WS1&O-SN-4&4&4	CCCC[Sn](CCCC)(CCCC)OS(=O)(=O)C
4-SN-4&4&OVY1&U1	CCCC[Sn](CCCC)(CCCC)OC(=O)C(=C)C
4-SN-4&4&OVR	CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1
GXGGVO-SN-3&3&3	CCC[Sn](CCC)(CCC)OC(=O)C(Cl)(Cl)Cl
WNO-HG-R	C1=CC=C(C=C1)[Hg]O[N+](=O)[O-]
2VO-HG-R	CCC(=O)O[Hg]C1=CC=CC=C1
1VO-HG-2O1	CC(=O)O[Hg]CCOC
3-SN-3&3&O-SN-3&3&3	CCC[Sn](CCC)(CCC)O[Sn](CCC)(CCC)CCC
1VO-PB-R&R&R	CC(=O)O[Pb](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3
3VO-HG-R	CCCC(=O)O[Hg]C1=CC=CC=C1
ZR D-HG-OV1	CC(=O)O[Hg]C1=CC=C(C=C1)N
1VO-HG-R B1 C1 E1 F1	CC1=CC(=C(C(=C1C)[Hg]OC(=O)C)C)C
T67 GVO-SN-OVJ BG CG DG EG I4 I4	CCCC[Sn]1(OC(=O)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)C(=O)O1)CCCC
T5O-SN-STJ B4 B4	CCCC[Sn]1(OCCS1)CCCC
T56 B-HG-OVJ INW	C1=CC2=C(C(=C1)[N+](=O)[O-])[Hg]OC2=O
T5SJ B-HG-Q E-HG-OV1	CC(=O)O[Hg]C1=CC=C(S1)[Hg].O
1VO-PB-4&4&4	CCCC[Pb](CCCC)(CCCC)OC(=O)C
1VO-PB-4&4&OV1	CCCC[Pb](CCCC)(OC(=O)C)OC(=O)C
1VO-PB-2&2&2	CC[Pb](CC)(CC)OC(=O)C
G1VO-SN-4&4&4	CCCC[Sn](CCCC)(CCCC)OC(=O)CCl
11VO-SN-4&4&4	CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)CCCC
13VO-SN-4&4&OV13	CCCCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCCCC
1VO-SN-1&1&1	CC(=O)O[Sn](C)(C)C
ZR DVO-PB-2&2&2	CC[Pb](CC)(CC)OC(=O)C1=CC=C(C=C1)N
2-PB-2&2&OSWR D1	CC[Pb](CC)(CC)OS(=O)(=O)C1=CC=C(C=C1)C
T56 BVNVJ C-PB-2&2&2 FG GG HG IG	CC[Pb](CC)(CC)N1C(=O)C2=C(C1=O)C(=C(C(=C2Cl)Cl)Cl)Cl
VHO-SN-4&4&OVH	CCCC[Sn](CCCC)(OC=O)OC=O
2OPO2&-HG-O&OV1	CCO[PH+](O)OCC.CC(=O)O[Hg]
NCMYUM&M-HG-1	C[Hg]N=C(N)NC#N
QR DM1R &GH	C1=CC=C(C=C1)CNC2=CC=C(C=C2)O.Cl
ZR BG D- 2 &GH &GH	C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N.Cl
T66 A B CNTJ AZ &GH &GH	C1CN2CCC1C(C2)N.Cl
KA I-O3	OI(=O)=O.[K+]
ZYZUM 2 &..H2.CR-O4	C(=N)(N)N.O[Cr](=O)(=O)O
QV1 &-PB-	CC(=O)O.[Pb]
QV1 &-SR-	CC(=O)O.[Sr+2]
L6TJ AMSWO &-NA-	C1CCC(CC1)NS(=O)(=O)O.[Na+]
QVR BQ &-NA-	C1=CC=C(C(=C1)C(=O)O)O.[Na+]
WSO&R DR &-NA-	C1=CC=C(C=C1)C2=CC=C(C=C2)S(=O)(=O)O.[Na+]
WSSO &-NA- 2	OS(=O)(=S)O.[Na+]
QV1 &-MG-	CC(=O)O.[Mg+2]
SUYS & M1 &-NA-	CNC(=S)S.[Na+]
SUYSHN1 & 1 &-NA-	CN(C)C(=S)S.[Na+]
T6N DNTJ A2OYR&R BG& D1R B1 &GH 2	CC1=CC=CC=C1CN2CCN(CC2)CCOC(C3=CC=CC=C3)C4=CC=CC=C4Cl.Cl
SUYSHO2 &-NA-	CCOC(=S)S.[K+]
L6V DYJ DUNR DO &-NA- &19/15	C1=CC(=O)C=CC1=NC2=CC=C(C=C2)O.[Na+]
Z8Z &GH 2	C(CCCCN)CCCN.Cl
MUYZM6MYZUM &GH 2	C(CCCN=C(N)N)CCN=C(N)N.Cl
2K2&2&2 &.B-H4	[B].CC[N+](CC)(CC)CC
T6VMVMV FHJ FY1 & U3 F2 &-NA-	CCC=C(C)C1(C(=O)NC(=O)NC1=O)CC.[Na+]
T C666 BN ISJ EV2 B3- AT6N DNTJ D2Q &OV1U1VO	CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO.C(=CC(=O)O)C(=O)O
Q-AS-QO & 1 &-NA-2	C[As](=O)(O)O.[Na+]
2K2&2&1R 2 &OVVO	CC[N+](CC)(CC)CC1=CC=CC=C1.C(=O)(C(=O)[O-])[O-]
T66 BSWM EN GN INJ HS1 JZ	CSC1=NC(=C2C(=N1)NC=NS2(=O)=O)N
T6MTJ B2OYR&R &GH	C1CCN(CC1)CCOC(C2=CC=CC=C2)C3=CC=CC=C3.Cl
T6NTJ AVOY1U2U2&U2U2K1&1&1 &Q &I	CC1=CC(=C(C=C1[N+](C)(C)C)C(C)C)OC(=O)N2CCCCC2.[I-]
T66 BKJ B1R DN2G2G &WSO&R D1	CC1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C2C(=C1)C=CC=[N+]2CC3=CC=C(C=C3)N(CCCl)CCCl
ZO1R D1OZ &GH 2	C1=CC(=CC=C1CON)CON.Cl
G2N1&YR&R	CN(CCCl)C(C1=CC=CC=C1)C2=CC=CC=C2.Cl
T C666 BNT&&J MG I- CT6M DOTJ &GH	C1CCC2=NC3=C(C=CC(=C3)Cl)C(=C2C1)N4CCOCC4.Cl
T C666 BNT&&J NG I- CT6M DOTJ &GH	C1CCC2=NC3=C(C=CC=C3Cl)C(=C2C1)N4CCOCC4.Cl
SH2MYVO2&1VO2 &GH	CCOC(=O)CC(C(=O)OCC)NCCS.Cl
1X1&1&MPR&1R&MX1&1&1 &I	CC(C)(C)N[P+](CC1=CC=CC=C1)(C2=CC=CC=C2)NC(C)(C)C.[I-]
SUYSHN2 & 2 &-NA-	CCN(CC)C(=S)S.[Na+]
T56 BN DSJ CSH &-NA-	C1=CC=C2C(=C1)NC(=S)S2.[Na+]
NA S-O2-Q	OS(=O)O.[Na+]
QVQ &-NA-	C(=O)(O)O.[Na+]
QVQ &-NA- 2	C(=O)(O)O.[Na+]
QV1 &-ZN-	CC(=O)O.[Zn+2]
QY1&VQ &-NA-	CC(C(=O)O)O.[Na+]
T56 BSWMVJ &-NA-	C1=CC=C2C(=C1)C(=O)NS2(=O)=O.[Na+]
OSO&R D1 &-NA-	CC1=CC=C(C=C1)S(=O)O.[Na+]
NA2 S-O4	OS(=O)(=O)O.[Na+]
MG S-O4	OS(=O)(=O)O.[Mg+2]
VHO &-NA-	C(=O)O.[Na+]
T6OTJ BS1 CQ DQ EQ FYYQ1&MV- BT5NTJ A1 D3 &GH	CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O.Cl
T45 ANV ESTJ F1 F1 GVQ CMV- DT5NOJ C1 ER &-NA-	CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O.[Na+]
WSQO12 &-NA-	CCCCCCCCCCCCOS(=O)(=O)O.[Na+]
QVQ &-BA-	C(=O)(O)O.[Ba+2]
LI2 C-O3	[Li+].C(=O)(O)O
MG C-O3	C(=O)(O)O.[Mg+2]
CA NCN	C(#N)N.[Ca+2]
WSO&R D1 &-NA-	CC1=CC=C(C=C1)S(=O)(=O)O.[Na+]
T56 BN DSJ CSH &-ZN-	C1=CC=C2C(=C1)NC(=S)S2.[Zn+2]
CU S-O4	OS(=O)(=O)O.[Cu+2]
QV1 &-NA-	CC(=O)O.[Na+]
QR BG CG DG EG FG &-NA-	C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O.[Na+]
WSQR &-NA-	C1=CC=C(C=C1)S(=O)(=O)O.[Na+]
QR DR &-NA-	C1=CC=C(C=C1)C2=CC=CC=C2O.[Na+]
T B6566 B6/CO 4ABBC R BX HO PN DU GHT&&TTJ FQ JQ P& 2WSQQ	CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O.OS(=O)(=O)O
Q1SQO &-NA-	C(O)S(=O)O.[Na+]
VHO &-KA-	C(=O)O.[K+]
NA4 P2-O7	OP(=O)(O)OP(=O)(O)O.[Na+]
T6VMVNV FHJ D1 F1 F- AL6UTJ &-NA-	CC1(C(=O)NC(=O)N(C1=O)C)C2=CCCCC2.[Na+]
T C356 A AN DOTJ A1 HOVYR & 1Q & EH	CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4.Br
ZN S-O4	OS(=O)(=O)O.[Zn+2]
WSQO14 &-NA-	CCCCCCCCCCCCCCOS(=O)(=O)O.[Na+]
1NUYM1 & M1R 2 & WSQQ	CNC(=NC)NCC1=CC=CC=C1.OS(=O)(=O)O
Q-AS-O & 1 & 1 &-NA-	C[As](=O)(C)O.[Na+]
T6MV DVN CHJ CY C2U1 FO &-NA-	CC(C)C1(C(=O)NC(=O)NC1=O)CC=C.[Na+]
SUYS & OY1 & 1 &-NA- & 14/4	CC(C)OC(=S)S.[Na+]
1VMR BI DI FI CVQ EMV1 &-NA-	CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I.[Na+]
T6MVNVNVJ CG EG &-KA-	C1(=O)NC(=O)N(C(=O)N1Cl)Cl.[K+]
MUY2&XR&R&Y1&1N1&1 &GH	CCC(=N)C(C1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C.Cl
WSQO1Y4 & 2 &-NA-	CCCCC(CC)COS(=O)(=O)O.[Na+]
T56 BMT&J HZ &GH 2	C1CNC2=C1C=CC(=C2)N.Cl
T6NJ AO BSH &-NA-	C1=CC=[N+](C(=C1)S)[O-].[Na+]
WNR CSWO &-NA-	C1=CC(=CC(=C1)S(=O)(=O)O)[N+](=O)[O-].[Na+]
1K1&1&6K1&1&1 &E 2	C[N+](C)(C)CCCCCC[N+](C)(C)C.[Br-]
T6MTJ B2OVXQR&R &GH	C1CCN(CC1)CCOC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O.Cl
Z2SYR DG&1NW &GH	C1=CC=C(C(=C1)C(C[N+](=O)[O-])SCCN)Cl.Cl
1M2OYR&R B1 &GH	CC1=CC=CC=C1C(C2=CC=CC=C2)OCCNC.Cl
1N1&2NR&1R &GH	CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=C2.Cl
MUYZS5SYZUM &EH 2	C(CCSC(=N)N)CCSC(=N)N.Br
ZR CZ DQ & GH 2	C1=CC(=C(C=C1N)N)O.Cl
QVYQYQVQ &-PB-	C(C(C(=O)O)O)(C(=O)O)O.[Pb]
L B666J EYQ1N2&2 &GH	CCN(CC)CC(C1=CC2=C(C=CC3=CC=CC=C32)C=C1)O.Cl
WSQ1Q &-NA-	C(O)S(=O)(=O)O.[Na+]
T C666 BNT&&J IM3N2&2 LG &GH &GH	CCN(CC)CCCNC1=C2CCCCC2=NC3=C1C=C(C=C3)Cl.Cl
T C666 BNJ EG IMY3N2G2G LO1 &GH &GH	CC(CCCN(CCCl)CCCl)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC.Cl
